fiscal_monitoring_runs_office_id_foreign|fiscal_monitoring_runs|office_id|offices|id|CASCADE|NO ACTION
fiscal_monitoring_runs_parent_run_id_foreign|fiscal_monitoring_runs|parent_run_id|fiscal_monitoring_runs|id|SET NULL|NO ACTION
fiscal_monitoring_runs_schedule_id_foreign|fiscal_monitoring_runs|schedule_id|fiscal_monitoring_schedules|id|SET NULL|NO ACTION
fiscal_monitoring_runs_triggered_by_foreign|fiscal_monitoring_runs|triggered_by|users|id|SET NULL|NO ACTION
fiscal_monitoring_schedules_category_link_id_foreign|fiscal_monitoring_schedules|category_link_id|office_fiscal_category_links|id|SET NULL|NO ACTION
fiscal_monitoring_schedules_client_id_foreign|fiscal_monitoring_schedules|client_id|clients|id|CASCADE|NO ACTION
fiscal_monitoring_schedules_fiscal_category_id_foreign|fiscal_monitoring_schedules|fiscal_category_id|fiscal_categories|id|SET NULL|NO ACTION
fiscal_monitoring_schedules_office_id_foreign|fiscal_monitoring_schedules|office_id|offices|id|CASCADE|NO ACTION
fiscal_mutation_operation_events_actor_user_id_foreign|fiscal_mutation_operation_events|actor_user_id|users|id|SET NULL|NO ACTION
fiscal_mutation_operation_events_fiscal_mutation_operation_id_f|fiscal_mutation_operation_events|fiscal_mutation_operation_id|fiscal_mutation_operations|id|CASCADE|NO ACTION
fiscal_mutation_operation_events_office_id_foreign|fiscal_mutation_operation_events|office_id|offices|id|CASCADE|NO ACTION
fiscal_mutation_operations_client_id_foreign|fiscal_mutation_operations|client_id|clients|id|CASCADE|NO ACTION
fiscal_mutation_operations_office_id_foreign|fiscal_mutation_operations|office_id|offices|id|CASCADE|NO ACTION
fiscal_mutation_operations_requested_by_foreign|fiscal_mutation_operations|requested_by|users|id|SET NULL|NO ACTION
fiscal_pending_items_client_id_foreign|fiscal_pending_items|client_id|clients|id|CASCADE|NO ACTION
fiscal_pending_items_competence_id_foreign|fiscal_pending_items|competence_id|fiscal_competences|id|SET NULL|NO ACTION
fiscal_pending_items_finding_id_foreign|fiscal_pending_items|finding_id|fiscal_findings|id|SET NULL|NO ACTION
fiscal_pending_items_fiscal_category_id_foreign|fiscal_pending_items|fiscal_category_id|fiscal_categories|id|SET NULL|NO ACTION
fiscal_pending_items_office_id_foreign|fiscal_pending_items|office_id|offices|id|CASCADE|NO ACTION
fiscal_pending_items_run_id_foreign|fiscal_pending_items|run_id|fiscal_monitoring_runs|id|SET NULL|NO ACTION
fiscal_pending_items_snapshot_id_foreign|fiscal_pending_items|snapshot_id|fiscal_snapshots|id|SET NULL|NO ACTION
fiscal_snapshots_client_id_foreign|fiscal_snapshots|client_id|clients|id|CASCADE|NO ACTION
fiscal_snapshots_competence_id_foreign|fiscal_snapshots|competence_id|fiscal_competences|id|SET NULL|NO ACTION
fiscal_snapshots_evidence_artifact_id_foreign|fiscal_snapshots|evidence_artifact_id|fiscal_evidence_artifacts|id|SET NULL|NO ACTION
fiscal_snapshots_office_id_foreign|fiscal_snapshots|office_id|offices|id|CASCADE|NO ACTION
fiscal_snapshots_run_id_foreign|fiscal_snapshots|run_id|fiscal_monitoring_runs|id|CASCADE|NO ACTION
ma_outbound_retrieval_requests_created_by_foreign|ma_outbound_retrieval_requests|created_by|users|id|SET NULL|NO ACTION
ma_outbound_retrieval_requests_dfe_document_id_foreign|ma_outbound_retrieval_requests|dfe_document_id|dfe_documents|id|SET NULL|NO ACTION
ma_outbound_retrieval_requests_establishment_id_foreign|ma_outbound_retrieval_requests|establishment_id|establishments|id|CASCADE|NO ACTION
ma_outbound_retrieval_requests_office_id_foreign|ma_outbound_retrieval_requests|office_id|offices|id|CASCADE|NO ACTION
ma_outbound_retrieval_requests_outbound_capture_profile_id_fore|ma_outbound_retrieval_requests|outbound_capture_profile_id|outbound_capture_profiles|id|CASCADE|NO ACTION
ma_outbound_retrieval_requests_outbound_number_state_id_foreign|ma_outbound_retrieval_requests|outbound_number_state_id|outbound_number_states|id|SET NULL|NO ACTION
mailbox_access_events_mailbox_attachment_id_foreign|mailbox_access_events|mailbox_attachment_id|mailbox_attachments|id|SET NULL|NO ACTION
mailbox_access_events_mailbox_message_id_foreign|mailbox_access_events|mailbox_message_id|mailbox_messages|id|CASCADE|NO ACTION
mailbox_access_events_office_id_foreign|mailbox_access_events|office_id|offices|id|CASCADE|NO ACTION
mailbox_access_events_user_id_foreign|mailbox_access_events|user_id|users|id|SET NULL|NO ACTION
mailbox_alerts_client_id_foreign|mailbox_alerts|client_id|clients|id|CASCADE|NO ACTION
mailbox_alerts_mailbox_message_id_foreign|mailbox_alerts|mailbox_message_id|mailbox_messages|id|CASCADE|NO ACTION
mailbox_alerts_office_id_foreign|mailbox_alerts|office_id|offices|id|CASCADE|NO ACTION
mailbox_attachments_mailbox_message_id_foreign|mailbox_attachments|mailbox_message_id|mailbox_messages|id|CASCADE|NO ACTION
mailbox_attachments_office_id_foreign|mailbox_attachments|office_id|offices|id|CASCADE|NO ACTION
mailbox_contributor_states_client_id_foreign|mailbox_contributor_states|client_id|clients|id|CASCADE|NO ACTION
mailbox_contributor_states_last_dte_run_id_foreign|mailbox_contributor_states|last_dte_run_id|fiscal_monitoring_runs|id|SET NULL|NO ACTION
mailbox_contributor_states_last_list_run_id_foreign|mailbox_contributor_states|last_list_run_id|fiscal_monitoring_runs|id|SET NULL|NO ACTION
mailbox_contributor_states_office_id_foreign|mailbox_contributor_states|office_id|offices|id|CASCADE|NO ACTION
mailbox_messages_client_id_foreign|mailbox_messages|client_id|clients|id|CASCADE|NO ACTION
mailbox_messages_evidence_artifact_id_foreign|mailbox_messages|evidence_artifact_id|fiscal_evidence_artifacts|id|SET NULL|NO ACTION
mailbox_messages_first_run_id_foreign|mailbox_messages|first_run_id|fiscal_monitoring_runs|id|SET NULL|NO ACTION
mailbox_messages_last_run_id_foreign|mailbox_messages|last_run_id|fiscal_monitoring_runs|id|SET NULL|NO ACTION
mailbox_messages_office_id_foreign|mailbox_messages|office_id|offices|id|CASCADE|NO ACTION
mailbox_messages_triage_by_foreign|mailbox_messages|triage_by|users|id|SET NULL|NO ACTION
mdfe_documents_dfe_document_id_foreign|mdfe_documents|dfe_document_id|dfe_documents|id|CASCADE|NO ACTION
mdfe_documents_office_id_foreign|mdfe_documents|office_id|offices|id|CASCADE|NO ACTION
mit_apuracoes_client_id_foreign|mit_apuracoes|client_id|clients|id|CASCADE|NO ACTION
mit_apuracoes_competence_id_foreign|mit_apuracoes|competence_id|fiscal_competences|id|SET NULL|NO ACTION
mit_apuracoes_office_id_foreign|mit_apuracoes|office_id|offices|id|CASCADE|NO ACTION
nfe_documents_dfe_document_id_foreign|nfe_documents|dfe_document_id|dfe_documents|id|CASCADE|NO ACTION
nfe_documents_office_id_foreign|nfe_documents|office_id|offices|id|CASCADE|NO ACTION
nfe_events_dfe_document_id_foreign|nfe_events|dfe_document_id|dfe_documents|id|CASCADE|NO ACTION
nfe_events_office_id_foreign|nfe_events|office_id|offices|id|CASCADE|NO ACTION
nfse_events_dfe_document_id_foreign|nfse_events|dfe_document_id|dfe_documents|id|CASCADE|NO ACTION
nfse_events_office_id_foreign|nfse_events|office_id|offices|id|CASCADE|NO ACTION
nfse_notes_dfe_document_id_foreign|nfse_notes|dfe_document_id|dfe_documents|id|CASCADE|NO ACTION
nfse_notes_office_id_foreign|nfse_notes|office_id|offices|id|CASCADE|NO ACTION
office_autxml_enrollments_confirmed_by_foreign|office_autxml_enrollments|confirmed_by|users|id|SET NULL|NO ACTION
office_autxml_enrollments_establishment_id_foreign|office_autxml_enrollments|establishment_id|establishments|id|CASCADE|NO ACTION
office_autxml_enrollments_office_fiscal_identity_id_foreign|office_autxml_enrollments|office_fiscal_identity_id|office_fiscal_identities|id|CASCADE|NO ACTION
office_autxml_enrollments_office_id_foreign|office_autxml_enrollments|office_id|offices|id|CASCADE|NO ACTION
